id,Date,pH,TDS,Temperature,EC
776,2025-04-27 18:32:39.962313+00,8.42,49.27,19.31,73.54
777,2025-04-27 18:52:39.987222+00,8.48,48.26,19.5,72.03
778,2025-04-27 19:12:39.991413+00,8.56,48.58,19.62,72.51
779,2025-04-27 19:32:40.003558+00,8.58,47.41,19.75,70.76
780,2025-04-27 19:52:39.992975+00,8.58,47.41,19.75,70.76
781,2025-04-27 20:12:40.0823+00,8.75,51.31,19.75,76.58
782,2025-04-27 20:32:40.185714+00,8.61,48.1,19.75,71.79
783,2025-04-27 20:52:39.986176+00,8.62,49.96,19.62,74.57
784,2025-04-27 21:12:40.036106+00,8.59,50.78,19.5,75.79
785,2025-04-27 21:32:40.025523+00,8.7,56.45,19.25,84.25
786,2025-04-27 21:52:40.011093+00,8.68,59.14,19.0,88.27
787,2025-04-27 22:12:40.027589+00,8.67,62.06,18.75,92.63
788,2025-04-27 22:32:40.170618+00,8.51,61.53,18.5,91.84
789,2025-04-27 22:52:40.133397+00,8.56,65.07,18.31,97.12
790,2025-04-27 23:12:40.086199+00,8.49,65.86,18.12,98.3
791,2025-04-27 23:32:40.159448+00,8.34,65.56,17.87,97.85
792,2025-04-27 23:52:40.184735+00,8.28,67.33,17.62,100.49
793,2025-04-28 00:12:40.241207+00,8.26,70.02,17.37,104.51
794,2025-04-28 00:32:42.187185+00,8.2,70.91,17.19,105.84
795,2025-04-28 00:52:40.046826+00,8.16,73.13,16.94,109.15
796,2025-04-28 01:12:40.032815+00,8.05,73.76,16.69,110.09
797,2025-04-28 01:32:40.528139+00,7.94,74.38,16.44,111.01
798,2025-04-28 01:52:40.098994+00,7.93,77.29,16.19,115.36
799,2025-04-28 02:12:40.127847+00,7.85,78.6,15.94,117.31
800,2025-04-28 02:32:40.019874+00,7.93,83.59,15.69,124.76
801,2025-04-28 02:52:40.008968+00,7.68,81.0,15.44,120.9
802,2025-04-28 03:12:40.025686+00,7.61,82.53,15.19,123.18
803,2025-04-28 03:32:40.042013+00,7.53,83.85,14.94,125.15
804,2025-04-28 03:52:40.047285+00,7.5,86.3,14.69,128.81
805,2025-04-28 04:12:40.190483+00,7.37,86.47,14.44,129.06
806,2025-04-28 04:32:40.049059+00,7.3,88.76,14.13,132.48
807,2025-04-28 04:52:40.1749+00,7.19,88.63,13.94,132.28
808,2025-04-28 05:12:40.063641+00,7.15,90.86,13.69,135.61
809,2025-04-28 05:32:40.023004+00,7.02,91.77,13.38,136.97
810,2025-04-28 05:52:40.052477+00,6.92,92.62,13.13,138.24
811,2025-04-28 06:12:40.207912+00,6.98,97.15,12.88,145.0
812,2025-04-28 06:32:40.195626+00,6.73,93.8,12.69,140.0
813,2025-04-28 06:52:40.038045+00,6.66,95.34,12.44,142.3
814,2025-04-28 07:12:40.030856+00,6.56,95.44,12.25,142.45
815,2025-04-28 07:32:40.275221+00,6.45,96.06,12.0,143.37
816,2025-04-28 07:52:40.042049+00,6.4,97.3,11.81,145.22
817,2025-04-28 08:12:40.041328+00,6.3,96.52,11.69,144.06
818,2025-04-28 08:32:40.034916+00,6.28,96.81,11.63,144.49
819,2025-04-28 08:52:40.119698+00,6.35,98.42,11.63,146.9
820,2025-04-28 09:12:40.052077+00,6.31,97.5,11.63,145.52
821,2025-04-28 09:32:40.074834+00,6.36,97.89,11.69,146.1
822,2025-04-28 09:52:40.04785+00,6.53,101.04,11.75,150.81
823,2025-04-28 10:12:40.240055+00,6.45,97.57,11.88,145.63
824,2025-04-28 10:32:40.066395+00,6.44,95.07,12.06,141.9
825,2025-04-28 10:52:40.065174+00,6.54,94.22,12.31,140.63
826,2025-04-28 11:12:40.075493+00,6.64,94.13,12.5,140.49
827,2025-04-28 11:32:40.786979+00,6.67,90.91,12.81,135.69
828,2025-04-28 11:52:40.071111+00,6.89,92.82,13.06,138.54
829,2025-04-28 12:12:40.238398+00,6.93,89.71,13.38,133.9
830,2025-04-28 12:32:40.080495+00,7.03,87.35,13.75,130.37
831,2025-04-28 12:52:40.397266+00,7.11,85.28,14.06,127.28
832,2025-04-28 13:12:40.096309+00,7.22,83.02,14.44,123.91
833,2025-04-28 13:32:40.445653+00,7.46,83.87,14.81,125.18
834,2025-04-28 17:32:40.29499+00,8.42,50.03,19.25,74.67
835,2025-04-28 17:52:40.325667+00,8.51,48.19,19.56,71.93
836,2025-04-28 18:12:40.29039+00,8.54,45.73,19.81,68.25
837,2025-04-28 18:32:40.553681+00,8.61,44.95,20.0,67.09
838,2025-04-28 18:52:41.30345+00,8.69,43.64,20.25,65.13
839,2025-04-28 19:12:40.342231+00,8.73,43.05,20.37,64.25
840,2025-04-28 19:32:40.919299+00,8.72,41.18,20.5,61.46
841,2025-04-28 19:52:40.368642+00,8.78,42.56,20.5,63.52
842,2025-04-28 20:12:40.191974+00,8.88,44.1,20.56,65.82
843,2025-04-28 20:32:40.366042+00,8.79,42.03,20.56,62.73
844,2025-04-28 20:52:40.278221+00,8.8,43.02,20.5,64.21
845,2025-04-28 21:12:40.188547+00,8.81,45.64,20.31,68.12
846,2025-04-28 21:32:40.882885+00,8.81,48.79,20.06,72.82
847,2025-04-28 21:52:40.278879+00,8.77,51.01,19.81,76.13
848,2025-04-28 22:12:40.421691+00,8.75,53.7,19.56,80.15
849,2025-04-28 22:32:41.073895+00,8.72,56.16,19.31,83.82
850,2025-04-28 22:52:40.243806+00,8.63,57.24,19.06,85.43
851,2025-04-28 23:12:40.345173+00,8.56,59.53,18.75,88.85
852,2025-04-28 23:32:40.920319+00,8.51,60.78,18.56,90.72
853,2025-04-28 23:52:40.225211+00,8.44,63.07,18.25,94.13
854,2025-04-29 00:12:40.317736+00,8.36,64.38,18.0,96.09
855,2025-04-29 00:32:40.41583+00,8.28,66.45,17.69,99.18
856,2025-04-29 00:52:40.27613+00,8.24,68.68,17.44,102.51
857,2025-04-29 01:12:40.379494+00,8.17,71.1,17.12,106.12
858,2025-04-29 01:32:40.201112+00,8.1,72.64,16.87,108.42
859,2025-04-29 01:52:40.285081+00,8.07,75.85,16.56,113.21
860,2025-04-29 02:12:40.337821+00,8.03,78.08,16.31,116.54
861,2025-04-29 02:32:40.338425+00,7.95,80.14,16.0,119.61
862,2025-04-29 02:52:41.919841+00,7.86,81.22,15.75,121.22
863,2025-04-29 03:12:40.637131+00,7.71,81.68,15.44,121.91
864,2025-04-29 03:32:40.302326+00,7.61,82.53,15.19,123.18
865,2025-04-29 03:52:40.33527+00,7.52,83.62,14.94,124.81
866,2025-04-29 04:12:42.233264+00,7.43,85.45,14.63,127.54
867,2025-04-29 04:32:40.47282+00,7.36,86.99,14.38,129.84
868,2025-04-29 04:52:40.39693+00,7.28,88.3,14.13,131.79
869,2025-04-29 05:12:40.419296+00,7.18,89.15,13.88,133.06
870,2025-04-29 05:32:44.038133+00,7.05,89.44,13.62,133.49
871,2025-04-29 05:52:40.243528+00,7.0,91.31,13.38,136.28
872,2025-04-29 06:12:40.407841+00,6.89,91.94,13.13,137.22
873,2025-04-29 06:32:40.272644+00,6.79,92.79,12.88,138.49
874,2025-04-29 06:52:40.209474+00,6.7,93.87,12.63,140.1
875,2025-04-29 07:12:40.373768+00,6.6,94.85,12.37,141.57
876,2025-04-29 07:32:40.30967+00,6.51,95.04,12.19,141.85
877,2025-04-29 07:52:40.544629+00,6.43,95.6,12.0,142.69
878,2025-04-29 08:12:40.595983+00,6.41,96.65,11.88,144.25
879,2025-04-29 08:32:40.498034+00,6.37,96.61,11.81,144.19
880,2025-04-29 08:52:40.261139+00,6.53,100.29,11.81,149.69
881,2025-04-29 09:12:40.287484+00,6.4,97.3,11.81,145.22
882,2025-04-29 09:32:40.216184+00,6.46,98.68,11.81,147.28
883,2025-04-29 09:52:40.342625+00,6.44,96.58,11.94,144.15
884,2025-04-29 10:12:40.386874+00,6.49,96.22,12.06,143.61
885,2025-04-29 10:32:40.498209+00,6.5,94.82,12.19,141.52
886,2025-04-29 10:52:40.543083+00,6.59,93.73,12.44,139.9
887,2025-04-29 11:12:40.381014+00,6.69,92.88,12.69,138.63
888,2025-04-29 11:32:40.486745+00,6.7,89.97,12.94,134.28
889,2025-04-29 11:52:40.434035+00,6.89,91.18,13.19,136.09
890,2025-04-29 12:12:40.379407+00,6.95,87.9,13.56,131.19
891,2025-04-29 12:32:40.330907+00,7.07,86.63,13.88,129.3
892,2025-04-29 12:52:40.24094+00,7.19,84.73,14.25,126.46
893,2025-04-29 13:12:40.616837+00,7.27,81.78,14.63,122.06
894,2025-04-29 13:32:40.269459+00,7.38,78.89,15.06,117.75
895,2025-04-29 13:52:40.315701+00,7.48,76.4,15.44,114.03
896,2025-04-29 14:12:40.498479+00,7.61,73.85,15.88,110.22
897,2025-04-29 14:32:40.157966+00,7.7,70.5,16.31,105.22
898,2025-04-29 14:52:40.475925+00,7.8,68.02,16.69,101.52
899,2025-04-29 15:12:40.615359+00,7.89,64.67,17.12,96.52
900,2025-04-29 15:32:41.17831+00,8.02,62.12,17.56,92.72
901,2025-04-29 15:52:41.083452+00,8.11,59.4,17.94,88.66
902,2025-04-29 16:12:40.853187+00,8.19,55.82,18.37,83.31
903,2025-04-29 16:32:41.002252+00,8.32,54.03,18.75,80.64
904,2025-04-29 16:52:40.573412+00,8.4,51.21,19.12,76.43
905,2025-04-29 17:12:40.384472+00,8.5,48.72,19.5,72.72
906,2025-04-29 17:32:41.056357+00,8.58,45.9,19.87,68.51
907,2025-04-29 17:52:40.314763+00,8.64,43.25,20.19,64.55
908,2025-04-29 18:12:40.288676+00,8.75,41.87,20.5,62.49
909,2025-04-29 18:32:40.488764+00,8.79,39.64,20.75,59.16
910,2025-04-29 18:52:40.339752+00,8.85,38.63,20.94,57.66
911,2025-04-29 19:12:40.359519+00,8.91,37.74,21.12,56.33
912,2025-04-29 19:32:40.311866+00,8.99,37.94,21.25,56.63
913,2025-04-29 19:52:40.392085+00,9.01,37.64,21.31,56.18
914,2025-04-29 20:12:40.424467+00,8.95,35.51,21.37,53.0
915,2025-04-29 20:32:40.550351+00,9.08,38.5,21.37,57.46
916,2025-04-29 20:52:40.574389+00,9.09,39.48,21.31,58.93
917,2025-04-29 21:12:40.47068+00,9.05,40.07,21.19,59.81
918,2025-04-29 21:32:40.563625+00,9.03,42.76,20.94,63.82
919,2025-04-29 21:52:40.467067+00,9.01,45.45,20.69,67.84
920,2025-04-29 22:12:42.950304+00,8.99,47.38,20.5,70.72
921,2025-04-29 22:32:40.472109+00,8.98,51.05,20.19,76.19
922,2025-04-29 22:52:40.688553+00,8.92,52.06,20.0,77.7
923,2025-04-29 23:12:40.526656+00,8.84,53.38,19.75,79.67
924,2025-04-29 23:32:43.064966+00,8.78,54.39,19.56,81.18
925,2025-04-29 23:52:40.42614+00,8.75,56.85,19.31,84.85
926,2025-04-30 00:12:40.466211+00,8.67,58.16,19.06,86.81
927,2025-04-30 00:32:40.473944+00,8.62,59.4,18.87,88.66
928,2025-04-30 00:52:40.823374+00,8.54,60.71,18.62,90.61
929,2025-04-30 01:12:40.436441+00,8.48,62.48,18.37,93.25
930,2025-04-30 01:32:43.262497+00,8.43,64.48,18.12,96.24
931,2025-04-30 01:52:40.367085+00,8.36,66.02,17.87,98.54
932,2025-04-30 02:12:40.531341+00,8.31,67.14,17.69,100.21
933,2025-04-30 02:32:40.430298+00,8.22,68.22,17.44,101.82
934,2025-04-30 02:52:41.264922+00,8.17,70.22,17.19,104.81
935,2025-04-30 03:12:40.493423+00,8.11,71.23,17.0,106.31
936,2025-04-30 03:32:40.393422+00,8.04,72.77,16.75,108.61
937,2025-04-30 03:52:41.073617+00,8.03,75.69,16.5,112.97
938,2025-04-30 04:12:40.378399+00,7.92,76.31,16.25,113.9
939,2025-04-30 04:32:43.550197+00,7.84,77.62,16.0,115.85
940,2025-04-30 04:52:41.137117+00,7.81,79.32,15.81,118.39
941,2025-04-30 05:12:40.378887+00,7.75,81.09,15.56,121.03
942,2025-04-30 05:32:40.477224+00,7.68,82.63,15.31,123.33
943,2025-04-30 05:52:40.508572+00,7.62,83.52,15.13,124.66
944,2025-04-30 06:12:40.374733+00,7.57,84.76,14.94,126.51
945,2025-04-30 06:32:40.462564+00,7.52,86.76,14.69,129.49
946,2025-04-30 06:52:40.680416+00,7.51,88.92,14.5,132.72
947,2025-04-30 07:12:41.159559+00,7.48,90.63,14.31,135.27
948,2025-04-30 07:32:40.382489+00,7.36,89.38,14.19,133.4
949,2025-04-30 07:52:40.528277+00,7.34,90.56,14.06,135.16
950,2025-04-30 08:12:40.746066+00,7.4,93.45,13.94,139.48
951,2025-04-30 08:32:43.915138+00,7.27,91.22,13.88,136.15
952,2025-04-30 08:52:40.397064+00,7.27,91.22,13.88,136.15
953,2025-04-30 09:12:40.523297+00,7.31,92.14,13.88,137.52
954,2025-04-30 09:32:40.733925+00,7.28,90.69,13.94,135.36
955,2025-04-30 09:52:40.480067+00,7.3,90.4,14.0,134.93
956,2025-04-30 10:12:40.795408+00,7.35,89.91,14.13,134.19
957,2025-04-30 10:32:40.45744+00,7.37,88.1,14.31,131.49
958,2025-04-30 10:52:40.595141+00,7.43,87.09,14.5,129.99
959,2025-04-30 11:12:40.786737+00,7.47,85.61,14.69,127.78
960,2025-04-30 11:32:43.711335+00,7.56,84.53,14.94,126.16
961,2025-04-30 11:52:40.762022+00,7.58,81.09,15.25,121.03
962,2025-04-30 12:12:43.495117+00,7.65,78.8,15.56,117.61
963,2025-04-30 12:32:40.700349+00,7.74,76.83,15.88,114.67
964,2025-04-30 12:52:40.728843+00,7.82,74.01,16.25,110.46
965,2025-04-30 13:12:40.901281+00,7.92,70.77,16.69,105.63
966,2025-04-30 13:32:40.704136+00,8.01,68.18,17.06,101.76
967,2025-04-30 13:52:40.454125+00,8.09,64.48,17.5,96.24
968,2025-04-30 14:12:40.673936+00,8.2,62.35,17.87,93.06
969,2025-04-30 14:32:41.559+00,8.27,58.42,18.31,87.19
970,2025-04-30 14:52:40.647273+00,8.39,55.63,18.75,83.03
971,2025-04-30 15:12:40.601266+00,8.48,52.16,19.19,77.85
972,2025-04-30 15:32:40.616219+00,8.58,49.04,19.62,73.19
973,2025-04-30 15:52:40.573985+00,8.72,46.72,20.06,69.73
974,2025-04-30 16:12:40.600582+00,8.8,43.77,20.44,65.33
975,2025-04-30 16:32:40.707783+00,8.88,40.07,20.88,59.81
976,2025-04-30 16:52:42.202473+00,8.99,37.94,21.25,56.63
977,2025-04-30 17:12:40.675773+00,9.06,34.89,21.62,52.07
978,2025-04-30 17:32:42.807509+00,9.15,32.17,22.0,48.01
979,2025-04-30 17:52:43.607012+00,9.23,29.35,22.37,43.81
980,2025-04-30 18:12:40.72451+00,9.33,28.5,22.62,42.54
981,2025-04-30 18:32:40.833792+00,9.39,25.85,22.94,38.58
982,2025-04-30 18:52:40.545046+00,9.47,25.42,23.12,37.94
983,2025-04-30 19:12:40.599639+00,9.53,24.41,23.31,36.43
984,2025-04-30 19:32:40.717794+00,9.58,23.92,23.44,35.7
985,2025-04-30 19:52:40.646106+00,9.58,23.16,23.5,34.57
986,2025-04-30 20:12:40.627338+00,9.62,24.08,23.5,35.94
987,2025-04-30 20:32:43.055445+00,9.64,24.54,23.5,36.63
988,2025-04-30 20:52:40.66927+00,9.62,24.84,23.44,37.07
989,2025-04-30 21:12:40.663407+00,9.67,29.13,23.19,43.48
990,2025-04-30 21:32:40.565136+00,9.64,31.59,22.94,47.15
991,2025-04-30 21:52:40.695291+00,9.61,34.05,22.69,50.82
992,2025-04-30 22:12:43.239971+00,9.57,36.27,22.44,54.13
993,2025-04-30 22:32:40.57974+00,9.5,37.81,22.19,56.43
994,2025-04-30 22:52:42.823803+00,9.45,39.81,21.94,59.42
995,2025-04-30 23:12:40.582033+00,9.37,41.12,21.69,61.37
996,2025-04-30 23:32:40.858915+00,9.3,42.66,21.44,63.67
997,2025-04-30 23:52:40.694779+00,9.23,45.08,21.12,67.28
998,2025-05-01 00:12:40.575046+00,9.15,46.27,20.88,69.06
999,2025-05-01 00:32:43.46391+00,9.08,47.93,20.62,71.54
1000,2025-05-01 00:52:40.69387+00,9.01,50.23,20.31,74.97
1001,2025-05-01 01:12:40.576124+00,8.93,51.54,20.06,76.93
1002,2025-05-01 01:32:40.859164+00,8.85,53.6,19.75,80.0
1003,2025-05-01 01:52:40.720988+00,8.79,55.37,19.5,82.64
1004,2025-05-01 02:12:40.593967+00,8.71,56.68,19.25,84.6
1005,2025-05-01 02:32:40.881274+00,8.65,59.21,18.94,88.37
1006,2025-05-01 02:52:40.561607+00,8.59,60.98,18.69,91.01
1007,2025-05-01 03:12:40.695917+00,8.53,62.75,18.44,93.66
1008,2025-05-01 03:32:40.811484+00,8.45,64.06,18.19,95.61
1009,2025-05-01 03:52:40.872399+00,8.42,66.52,17.94,99.28
1010,2025-05-01 04:12:40.879841+00,8.32,67.37,17.69,100.55
1011,2025-05-01 04:32:40.565969+00,8.24,68.68,17.44,102.51
1012,2025-05-01 04:52:40.639916+00,8.2,70.91,17.19,105.84
1013,2025-05-01 05:12:42.904292+00,8.14,72.67,16.94,108.46
1014,2025-05-01 05:32:40.688304+00,8.07,74.21,16.69,110.76
1015,2025-05-01 05:52:40.634096+00,8.0,75.75,16.44,113.06
1016,2025-05-01 06:12:40.686267+00,7.94,77.52,16.19,115.7
1017,2025-05-01 06:32:40.700572+00,7.91,79.23,16.0,118.25
1018,2025-05-01 06:52:40.818081+00,7.84,80.77,15.75,120.55
1019,2025-05-01 07:12:43.591556+00,7.75,81.09,15.56,121.03
1020,2025-05-01 07:32:40.70407+00,7.71,82.44,15.38,123.04
1021,2025-05-01 07:52:43.143777+00,7.65,83.45,15.19,124.55
1022,2025-05-01 08:12:40.825264+00,7.64,84.86,15.06,126.66
1023,2025-05-01 08:32:40.692794+00,7.63,85.39,15.0,127.45
1024,2025-05-01 08:52:40.743195+00,7.64,85.61,15.0,127.78
1025,2025-05-01 09:12:40.922861+00,7.65,85.09,15.06,127.0
1026,2025-05-01 09:32:40.96612+00,7.66,85.32,15.06,127.34
1027,2025-05-01 09:52:40.859493+00,7.69,84.37,15.19,125.93
1028,2025-05-01 10:12:40.925451+00,7.72,82.67,15.38,123.39
1029,2025-05-01 10:32:40.761899+00,7.79,82.01,15.56,122.4
1030,2025-05-01 10:52:40.771519+00,7.82,79.55,15.81,118.73
1031,2025-05-01 11:12:40.650387+00,7.86,77.32,16.06,115.4
1032,2025-05-01 11:32:40.734309+00,7.9,74.34,16.37,110.96
1033,2025-05-01 11:52:41.333379+00,7.99,72.38,16.69,108.03
1034,2025-05-01 12:12:40.714538+00,8.04,68.87,17.06,102.79
1035,2025-05-01 12:32:40.755898+00,8.14,66.38,17.44,99.07
1036,2025-05-01 12:52:40.801689+00,8.24,63.27,17.87,94.43
1037,2025-05-01 13:12:40.833359+00,8.33,59.79,18.31,89.24
1038,2025-05-01 13:32:40.78936+00,8.42,56.32,18.75,84.06
1039,2025-05-01 13:52:40.655293+00,8.53,53.31,19.19,79.57
1040,2025-05-01 14:12:40.714444+00,8.65,49.77,19.69,74.28
1041,2025-05-01 14:32:40.89357+00,8.74,45.54,20.19,67.97
1042,2025-05-01 14:52:40.870941+00,8.89,43.57,20.62,65.03
1043,2025-05-01 15:12:40.739534+00,9.01,40.79,21.06,60.88
1044,2025-05-01 15:32:40.851001+00,9.08,36.1,21.56,53.88
1045,2025-05-01 15:52:40.88874+00,9.21,33.55,22.0,50.07
1046,2025-05-01 16:22:40.795957+00,9.37,29.42,22.62,43.91
1047,2025-05-01 16:42:40.999299+00,9.49,26.64,23.06,39.76
1048,2025-05-01 17:02:41.584489+00,9.57,22.93,23.5,34.22
1049,2025-05-01 17:22:40.879773+00,9.69,21.03,23.87,31.39
1050,2025-05-01 17:42:40.736883+00,9.81,19.0,24.25,28.36
1051,2025-05-01 18:02:42.584531+00,9.89,16.06,24.63,23.97
1052,2025-05-01 18:22:40.746657+00,9.99,14.45,24.94,21.57
1053,2025-05-01 18:42:40.866165+00,10.06,12.91,25.19,19.27
1054,2025-05-01 19:02:40.757468+00,10.12,12.02,25.37,17.94
1055,2025-05-01 19:22:40.891906+00,10.16,10.55,25.56,15.75
1056,2025-05-01 19:42:41.03661+00,10.2,9.83,25.69,14.67
1057,2025-05-01 20:02:40.874572+00,10.24,10.75,25.69,16.04
1058,2025-05-01 20:22:40.788682+00,10.25,10.98,25.69,16.39
1059,2025-05-01 20:42:40.860705+00,10.24,11.63,25.62,17.36
1060,2025-05-01 21:02:40.974645+00,10.29,15.92,25.37,23.76
1061,2025-05-01 21:22:41.028865+00,10.22,17.46,25.12,26.06
1062,2025-05-01 21:42:40.924173+00,10.21,21.14,24.81,31.55
1063,2025-05-01 22:02:40.923299+00,10.19,24.58,24.5,36.69
1064,2025-05-01 22:22:40.798169+00,10.11,25.89,24.25,38.64
1065,2025-05-01 22:42:40.815528+00,10.03,27.2,24.0,40.6
1066,2025-05-01 23:02:41.058639+00,9.96,28.74,23.75,42.9
1067,2025-05-01 23:22:40.921493+00,9.87,30.57,23.44,45.63
1068,2025-05-01 23:42:40.814254+00,9.81,33.22,23.12,49.58
1069,2025-05-02 00:02:40.841459+00,9.72,35.06,22.81,52.33
1070,2025-05-02 00:22:40.933708+00,9.63,36.14,22.56,53.94
1071,2025-05-02 00:42:40.939979+00,9.56,38.44,22.25,57.37
1072,2025-05-02 01:02:40.89042+00,9.48,40.5,21.94,60.45
1073,2025-05-02 01:22:40.916089+00,9.39,41.58,21.69,62.06
1074,2025-05-02 01:42:40.795914+00,9.31,43.77,21.37,65.33
1075,2025-05-02 02:02:40.88518+00,9.22,45.61,21.06,68.07
1076,2025-05-02 02:22:40.796405+00,9.15,47.15,20.81,70.37
1077,2025-05-02 02:42:41.54602+00,9.17,51.51,20.5,76.88
1078,2025-05-02 03:02:41.104654+00,9.01,50.98,20.25,76.09
1079,2025-05-02 03:22:40.804107+00,8.95,53.51,19.94,79.87
1080,2025-05-02 03:42:40.854251+00,8.86,54.59,19.69,81.48
1081,2025-05-02 04:02:41.068033+00,8.79,56.13,19.44,83.78
1082,2025-05-02 04:22:40.994571+00,8.74,58.13,19.19,86.76
1083,2025-05-02 04:42:40.948489+00,8.67,59.67,18.94,89.06
1084,2025-05-02 05:02:40.960149+00,8.59,60.98,18.69,91.01
1085,2025-05-02 05:22:40.823463+00,8.57,63.67,18.44,95.03
1086,2025-05-02 05:42:40.952653+00,8.5,65.2,18.19,97.31
1087,2025-05-02 06:02:40.818295+00,8.45,67.2,17.94,100.3
1088,2025-05-02 06:22:40.926034+00,8.38,67.99,17.75,101.48
1089,2025-05-02 06:42:41.0085+00,8.33,69.23,17.56,103.33
1090,2025-05-02 07:02:40.859448+00,8.28,70.48,17.37,105.19
1091,2025-05-02 07:22:41.166256+00,8.25,72.05,17.19,107.54
1092,2025-05-02 07:42:41.009258+00,8.25,73.69,17.06,109.99
1093,2025-05-02 08:02:40.943376+00,8.17,73.36,16.94,109.49
1094,2025-05-02 08:22:41.165929+00,8.19,73.82,16.94,110.18
1095,2025-05-02 08:42:40.917927+00,8.22,75.39,16.87,112.52
1096,2025-05-02 09:02:41.148385+00,8.2,74.05,16.94,110.52
1097,2025-05-02 09:22:40.84562+00,8.21,73.53,17.0,109.75
1098,2025-05-02 09:42:41.817224+00,8.22,72.25,17.12,107.84
1099,2025-05-02 10:02:41.146301+00,8.25,71.3,17.25,106.42
1100,2025-05-02 10:22:40.870665+00,8.28,69.59,17.44,103.87
1101,2025-05-02 10:42:40.959795+00,8.36,69.17,17.62,103.24
1102,2025-05-02 11:02:41.106838+00,8.37,66.25,17.87,98.88
1103,2025-05-02 11:22:40.897961+00,8.44,64.71,18.12,96.58
1104,2025-05-02 11:42:41.004394+00,8.47,61.37,18.44,91.6
1105,2025-05-02 12:02:40.873715+00,8.54,59.83,18.69,89.3
1106,2025-05-02 12:22:40.992918+00,8.62,57.76,19.0,86.21
1107,2025-05-02 12:42:41.014406+00,8.67,55.01,19.31,82.1
1108,2025-05-02 13:02:41.011105+00,8.76,53.18,19.62,79.37
1109,2025-05-02 13:22:40.997275+00,8.83,50.0,20.0,74.63
1110,2025-05-02 13:42:41.201287+00,8.92,48.16,20.31,71.88
1111,2025-05-02 14:02:40.892289+00,9.01,44.69,20.75,66.7
1112,2025-05-02 14:22:41.229086+00,9.12,41.68,21.19,62.21
1113,2025-05-02 14:42:41.061662+00,9.21,39.09,21.56,58.34
1114,2025-05-02 15:02:41.053063+00,9.32,36.07,22.0,53.84
1115,2025-05-02 15:22:41.043309+00,9.42,32.83,22.44,49.0
1116,2025-05-02 15:42:40.918887+00,9.53,30.7,22.81,45.82
1117,2025-05-02 16:02:41.020392+00,9.65,28.67,23.19,42.79
1118,2025-05-02 16:22:41.030069+00,9.75,26.31,23.56,39.27
1119,2025-05-02 16:42:41.333366+00,9.85,23.82,23.94,35.55
1120,2025-05-02 17:02:41.029616+00,9.94,21.99,24.25,32.82
1121,2025-05-02 17:22:40.996234+00,10.03,19.27,24.63,28.76
1122,2025-05-02 17:42:41.275051+00,10.11,18.09,24.87,27.0
1123,2025-05-02 18:02:41.201748+00,10.16,15.21,25.19,22.7
1124,2025-05-02 18:22:40.948191+00,10.24,14.78,25.37,22.06
1125,2025-05-02 18:42:41.082488+00,10.28,13.3,25.56,19.85
1126,2025-05-02 19:02:41.103609+00,10.35,12.52,25.75,18.69
1127,2025-05-02 19:22:41.329264+00,10.37,11.34,25.88,16.93
1128,2025-05-02 19:42:41.303259+00,10.39,11.05,25.94,16.49
1129,2025-05-02 20:02:41.2073+00,10.4,10.52,26.0,15.7
1130,2025-05-02 20:22:41.236277+00,10.45,12.42,25.94,18.54
1131,2025-05-02 20:42:41.271039+00,10.45,12.42,25.94,18.54
1132,2025-05-02 21:02:41.02211+00,10.47,15.27,25.75,22.79
1133,2025-05-02 21:22:41.067114+00,10.45,17.96,25.5,26.81
1134,2025-05-02 21:42:41.038533+00,10.39,19.73,25.25,29.45
1135,2025-05-02 22:02:41.142638+00,10.33,20.74,25.06,30.96
1136,2025-05-02 22:22:41.129967+00,10.28,22.74,24.81,33.94
1137,2025-05-02 22:42:41.035786+00,10.22,24.51,24.56,36.58
1138,2025-05-02 23:02:41.172298+00,10.13,26.35,24.25,39.33
1139,2025-05-02 23:22:41.236998+00,10.07,28.12,24.0,41.97
1140,2025-05-02 23:42:41.178751+00,9.99,30.18,23.69,45.04
1141,2025-05-03 00:02:41.116217+00,9.94,32.18,23.44,48.03
1142,2025-05-03 00:22:41.044554+00,9.91,34.64,23.19,51.7
1143,2025-05-03 00:42:41.753245+00,9.82,36.6,22.87,54.63
1144,2025-05-03 01:02:41.175344+00,9.71,37.98,22.56,56.69
1145,2025-05-03 01:22:41.030891+00,9.66,39.98,22.31,59.67
1146,2025-05-03 01:42:41.066046+00,9.52,40.66,22.0,60.69
1147,2025-05-03 02:02:41.391126+00,9.45,42.2,21.75,62.99
1148,2025-05-03 02:22:41.15312+00,9.36,43.29,21.5,64.61
1149,2025-05-03 02:42:41.180236+00,9.3,45.05,21.25,67.24
1150,2025-05-03 03:02:41.079273+00,9.23,46.59,21.0,69.54
1151,2025-05-03 03:22:41.165474+00,9.19,48.07,20.81,71.75
1152,2025-05-03 03:42:41.207818+00,9.14,50.07,20.56,74.73
1153,2025-05-03 04:02:41.179982+00,9.07,50.85,20.37,75.9
1154,2025-05-03 04:22:41.564765+00,9.05,52.66,20.19,78.6
1155,2025-05-03 04:42:41.081899+00,8.97,53.21,20.0,79.42
1156,2025-05-03 05:02:41.091961+00,8.92,54.46,19.81,81.28
1157,2025-05-03 05:22:41.769366+00,8.89,56.16,19.62,83.82
1158,2025-05-03 05:42:41.073198+00,8.82,56.82,19.44,84.81
